title,make_id,model_id,variant_id,body_id,year,center_id,color,vin,lot,doors,seats,fuel_type,fuel_details,transmission,transmission_details,euro_status,cc,keys,engine_runs,mileage,mileage_warranted,former_keepers,vat_status,bidding_history,last_bid,bidding_status,cap_new,cap_retail,cap_clean,cap_average,cap_below,glass_new,glass_retail,glass_trade,autotrader_retail_value,autotrader_trade_value,buy_now_price,start_date,start_time,end_date,mot_expiry_date,mot_due,inspection_date,dor,v5,reg,service_history,no_of_services,number_of_services_details,last_service,last_service_mileage,dvsa_mileage,inspection_report,other_report,service_notes,vendor,grade,tyres_condition,general_condition,brakes,hubs,features,equipment,additional_information,imported,declarations,damaged_images,damage_details,images
AUDI A6 2.0 TDI 177 S LINE M-T Saloon,AUDI,A6,,Saloon,2012,Bedford,WHITE,WAUZZZ4GXCN167317,U051BD,4,,Diesel,Diesel,CVT/Manual Mode,CVT/Manual Mode,,2.0,2,False,150820,Yes,4.0,VAT Margin,"['£3,000', '£2,950', '£2,900', '£2,850', '£2,800', '£2,700', '£2,600']",3000,On Sale,,,2700,2350,2000,,,,,,,2026-01-03,09:30:00,,2025-11-20T00:00:00Z,,,,Present,NA12 UAP,,,,2017-02-09T00:00:00Z,41290,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=NA12 UAP-GB,,,,3,,,,,,"Navigation SD Card, Parking Sensor(s), Climate Control, Leather Trim, Temporary Spare Wheel, 18"" Alloy Wheels","[{'cO2': '132 g/km', 'nox': '0.143 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665186750, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665186755, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665186762, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665186767, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665186778, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665186795, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665186808, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665186817, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665186825, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665186833"
AUDI TT ROADSTER 2.0 TFSI Roadster,AUDI,TT ROADSTER,,Roadster,2007,Bristol,BLACK,TRUZZZ8J881021141,U080BR,2,,Petrol,Petrol,Manual Transmission,Manual Transmission,,2.0,2,False,99100,Yes,4.0,VAT Margin,"['£900', '£875', '£850', '£825', '£800']",900,On Sale,,,1825,1400,970,,,,,,,2026-01-03,09:30:00,,2026-07-21T00:00:00Z,,,,Present,MD57 YDB,,,,2025-02-13T00:00:00Z,95060,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=MD57 YDB-GB,,,,3,,,,,,"Climate Control, Parking Sensor(s), Leather Trim, 18"" Alloy Wheels","[{'cO2': '186 g/km', 'nox': '0.020 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367393, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367397, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367402, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367409, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367414, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367424, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367440, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367457, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367476, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367491, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665367509"
AUDI A3 SPORTBACK 2.0 TDI 150 SE TECHNIK Hatchback,AUDI,A3 SPORTBACK,,Hatchback,2015,Bedford,WHITE,WAUZZZ8V2FA179577,U044BD,5,,Diesel,Diesel,Manual Transmission,Manual Transmission,,2.0,2,False,181568,Yes,2.0,VAT Margin,"['£2,400', '£2,350', '£2,300', '£2,200']",2400,On Sale,,,2600,2150,1700,,,,,,,2026-01-03,09:30:00,,2026-06-15T00:00:00Z,,,,Present,EF15 BSV,,,,2020-10-01T00:00:00Z,87822,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=EF15 BSV-GB,,,,3,,,,,,"Navigation SD Card, Parking Sensor(s), Air Conditioning, Leather Trim, 17"" Alloy Wheels, Temporary Spare Wheel, Privacy Glass","[{'cO2': '106 g/km', 'nox': '0.065 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664107305, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664107310, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664107313, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664107314, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664107319, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664107323, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664107325, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664107326, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664107327, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664107330"
AUDI A4 3.0 TDI 230 QUATTRO SE TIPTRONIC Saloon,AUDI,A4,SE,Saloon,2007,Manchester,BLACK,WAUZZZ8EX8A097485,U240MA,4,,Diesel,Diesel,Auto/Manual Mode,Auto/Manual Mode,,3.0,3,False,165065,Yes,5.0,VAT Margin,"['£850', '£825', '£800']",850,Provisional,,,910,500,210,,,,,,,2026-01-03,09:30:00,,2026-11-30T00:00:00Z,,,,Present,KP57 BND,,,,2020-10-03T00:00:00Z,109400,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=KP57 BND-GB,,,,3,,,,,,"Navigation HDD, Parking Sensor(s), Climate Control, Leather Trim, Alloy Spare Wheel, 18"" Alloy Wheels","[{'cO2': '219 g/km', 'nox': '0.171 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665318750, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665318765, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665318782, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665318788, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665318801, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665318884, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665318905, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665318943, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665318984, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665319041"
AUDI Q5 2.0 TDI 177 QUATTRO S LINE+ S-T StationWagon,AUDI,Q5,S LINE,StationWagon,2013,Bedford,GREY,WAUZZZ8R3DA046245,U039BD,5,,Diesel,Diesel,Auto Clutch,Auto Clutch,,2.0,1,False,154441,Yes,6.0,VAT Margin,"['£3,500', '£3,450', '£3,400', '£3,300', '£3,200', '£3,100']",3500,On Sale,,,4275,3700,3125,,,,,,,2026-01-03,09:30:00,,2026-03-28T00:00:00Z,,,,Present,MV13 YXO,,,,2021-03-30T00:00:00Z,98031,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=MV13 YXO-GB,,,,2,,,,,,"Non OEM I.C.E./NAV System, Navigation System, Parking Sensor(s), Climate Control, Leather Trim, Temporary Spare Wheel, 20"" Alloy Wheels, Privacy Glass","[{'cO2': '159 g/km', 'nox': '0.088 g/km'}, ['Key Condition - Remote Inoperative']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663949781, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663949594, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663949797, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663949601, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663949808, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663949606, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663949824, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663949635, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663949835, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663949659, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663949677, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663949696, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663949726"
AUDI Q5 2.0 TDI 177 QUATTRO S LINE+ S-T StationWagon,AUDI,Q5,S LINE,StationWagon,2013,Walsall,WHITE,WAUZZZ8R5EA028251,U570WL,5,,Diesel,Diesel,Auto Clutch,Auto Clutch,,2.0,2,False,151347,Yes,4.0,VAT Margin,"['£4,350', '£4,300', '£4,200', '£4,100', '£4,000', '£3,900']",4350,On Sale,,,4475,3875,3275,,,,,,,2026-01-03,09:30:00,,2026-05-21T00:00:00Z,,,,Present,YK63 XOX,,,,2019-07-12T00:00:00Z,75110,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=YK63 XOX-GB,,,,3,,,,,,"Navigation HDD, Navigation System, Parking Sensor(s), Climate Control, Leather Trim, 20"" Alloy Wheels, Privacy Glass","[{'cO2': '159 g/km', 'nox': '0.091 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665319713, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665319726, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665319734, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665319744, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665319749, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665319764, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665319772, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665319786, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665319797, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665319806"
AUDI A4 AVANT 2.0 TDI 143 S LINE M-T Estate,AUDI,A4 AVANT,S LINE,Estate,2009,Glasgow - East,SILVER,WAUZZZ8K59A100090,U155GE,5,,Diesel,Diesel,CVT/Manual Mode,CVT/Manual Mode,,2.0,2,False,120461,Yes,2.0,VAT Margin,"['£1,750', '£1,700', '£1,600']",1750,On Sale,,,2050,1625,1175,,,,,,,2026-01-03,09:30:00,,2026-03-12T00:00:00Z,,,,Present,SA09 NEY,,,,0001-01-01T00:00:00Z,0,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=SA09 NEY-GB,,,,5,,,,,,"Climate Control, Half Leather Trim, Steel Spare Wheel, 18"" Alloy Wheels","[{'cO2': '159 g/km', 'nox': '0.167 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665649389, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665649404, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665649420, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665649431, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665649440, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665649456, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665649483, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665649504, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665649525, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665649545"
AUDI A3 SPORTBACK 2.0 TDI 140 SPORT S/S Hatchback,AUDI,A3 SPORTBACK,,Hatchback,2011,Bedford,BLACK,WAUZZZ8P9CA014705,U027BD,5,,Diesel,Diesel,Manual Transmission,Manual Transmission,,2.0,1,False,47816,Incorrect,6.0,VAT Margin,"['£925', '£900', '£875', '£850', '£825', '£800', '£775', '£750', '£700']",925,On Sale,,,2925,2425,1950,,,,,,,2026-01-03,09:30:00,,2026-03-28T00:00:00Z,,,,Present,RD58 FLY,,,,2016-08-11T00:00:00Z,65521,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=RD58 FLY-GB,,,,4,,,,,,"Climate Control, 17"" Alloy Wheels","[{'cO2': '115 g/km', 'nox': '0.127 g/km'}, ['Mileage Incorrect', 'Salvage Hist.not on HPi']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=659879644, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=659879646, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=659879648, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=659879649, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=659879651, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=659879659, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=659879669, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=659879676, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=659879681, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=659879684"
AUDI A7 SPORTBACK 3.0 TDI 204 QUATTRO S LINE 5S S-T Hatchback,AUDI,A7 SPORTBACK,,Hatchback,2012,Walsall,SILVER,WAUZZZ4GXCN165518,U559WL,5,,Diesel,Diesel,Auto Clutch,Auto Clutch,,3.0,2,False,196119,Yes,4.0,VAT Margin,"['£3,000', '£2,950', '£2,900', '£2,850', '£2,800', '£2,750', '£2,700', '£2,650', '£2,600', '£2,550', '£2,500', '£2,450', '£2,400', '£2,300']",3000,On Sale,,,2550,2175,1775,,,,,,,2026-01-03,09:30:00,,2026-01-06T00:00:00Z,,,,Present,WL12 FRU,,,,2024-02-17T00:00:00Z,180211,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=WL12 FRU-GB,,,,4,,,,,,"Navigation HDD, Parking Sensor(s), Climate Control, Leather Trim, Ghost Alarm, 20"" Alloy Wheels, Privacy Glass","[{'cO2': '152 g/km', 'nox': '0.168 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665564932, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665564936, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665564943, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665564948, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665564959, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665564970, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665564982, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665564999, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665565017, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665565032"
AUDI A3 SALOON 2.0 TDI 150 S LINE Saloon,AUDI,A3 SALOON,,Saloon,2015,Walsall,GREY,WAUZZZ8V9G1012053,U541WL,4,,Diesel,Diesel,Manual Transmission,Manual Transmission,,2.0,2,True,84536,Incorrect,3.0,VAT Margin,"['£5,050', '£5,000', '£4,950', '£4,900', '£4,850', '£4,800', '£4,750', '£4,700', '£4,600', '£4,500']",5050,On Sale,,,6275,5450,4625,,,,,,,2026-01-03,09:30:00,,2026-09-15T00:00:00Z,,,,Present,NG15 FVE,,,,2020-08-11T00:00:00Z,48112,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=NG15 FVE-GB,,,,3,,,,,,"Parking Sensor(s), Climate Control, Leather Trim, 18"" Alloy Wheels, Privacy Glass","[{'cO2': '108 g/km', 'nox': '0.065 g/km'}, ['Engine Smoking', 'Mileage Incorrect - prev sold incorrect', 'OIL Pressure Light ON', 'Sold Without - MECHANICAL REPORT']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=662400160, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=662400171, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=662400183, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=662400197, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=662400208, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=662400227, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=662400245, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=662400268, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=662400283, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=662400311"
AUDI A3 SPORTBACK 1.6 TDI 110 SPORT Hatchback,AUDI,A3 SPORTBACK,,Hatchback,2015,Paddock Wood,BLACK,WAUZZZ8V0FA121063,U460PW,5,,Diesel,Diesel,Manual Transmission,Manual Transmission,,1.6,2,False,151217,Yes,2.0,VAT Margin,"['£1,600', '£1,575', '£1,550', '£1,525', '£1,500', '£1,475', '£1,450', '£1,400', '£1,300']",1600,On Sale,,,2775,2275,1800,,,,,,,2026-01-03,09:30:00,,2026-01-20T00:00:00Z,,,,Present,BF15 OSM,,,,2019-07-12T00:00:00Z,117001,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=BF15 OSM-GB,,,,4,,,,,,"Climate Control, Temporary Spare Wheel, 17"" Alloy Wheels","[{'cO2': '99 g/km', 'nox': '0.043 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664587162, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664587170, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664587184, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664587200, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664587205, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664587224, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664587238, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664587255, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664587275, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664587283"
AUDI A3 1.4 TFSI 122 SE Hatchback,AUDI,A3,SE,Hatchback,2012,Measham,BLACK,WAUZZZ8V3DA008429,U255MM,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.4,2,False,95635,Yes,4.0,VAT Margin,"['£2,675', '£2,650', '£2,600', '£2,500', '£2,400']",2675,On Sale,,,3150,2675,2175,,,,,,,2026-01-03,09:30:00,,2026-01-29T00:00:00Z,,,,Present,BJ62 VUT,,,,2025-01-24T00:00:00Z,92456,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=BJ62 VUT-GB,,,,3,,,,,,"Air Conditioning, Alloy Wheels","[{'cO2': '128 g/km', 'nox': '0.050 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665555729, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665555737, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665555742, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665555746, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665555754, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665555764, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665555774, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665555783, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665555793, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665555801"
AUDI S4 3.0 TFSI 333 QUATTRO Saloon,AUDI,S4,,Saloon,2011,Nottingham,RED,WAUZZZ8K4BA160593,U376NT,4,,Petrol,Petrol,Manual Transmission,Manual Transmission,,3.0,1,False,156378,Yes,4.0,VAT Margin,"['£2,700', '£2,650', '£2,600', '£2,550', '£2,500', '£2,450', '£2,400', '£2,350', '£2,300', '£2,250', '£2,200', '£2,150', '£2,100', '£2,050', '£2,000', '£1,950', '£1,900', '£1,850', '£1,800', '£1,750', '£1,700', '£1,650', '£1,600', '£1,500', '£1,400']",2700,On Sale,,,,,,,,,,,,2026-01-03,09:30:00,,2026-09-14T00:00:00Z,,,,Present,OY61 TWE,,,,2025-09-02T00:00:00Z,153698,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=OY61 TWE-GB,,,,4,,,,,,"Navigation System, Navigation HDD, Climate Control, Parking Sensor(s), Leather Trim, Steel Spare Wheel, 18"" Alloy Wheels","[{'cO2': '234 g/km', 'nox': '0.036 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664815155, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664815166, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664815180, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664815190, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664815200, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664815219, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664815232, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664815245, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664815260, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664815274"
AUDI A1 1.6 TDI 105 S LINE Hatchback,AUDI,A1,S LINE,Hatchback,2012,Manchester,GREY,WAUZZZ8X4CB213851,U251MA,3,,Diesel,Diesel,Manual Transmission,Manual Transmission,,1.6,2,False,115186,Yes,2.0,VAT Margin,"['£2,325', '£2,300', '£2,200', '£2,100']",2325,On Sale,,,2375,1925,1500,,,,,,,2026-01-03,09:30:00,,2026-09-30T00:00:00Z,,,,Present,DE12 KBY,,,,2025-01-22T00:00:00Z,113193,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=DE12 KBY-GB,,,,3,,,,,,"Air Conditioning, Parking Sensor(s), Half Leather Trim, 17"" Alloy Wheels","[{'cO2': '99 g/km', 'nox': '0.118 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665267054, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665267069, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665267075, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665267083, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665267089, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665267100, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665267113, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665267125, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665267140, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665267146"
