title,make_id,model_id,variant_id,body_id,year,center_id,color,vin,lot,doors,seats,fuel_type,fuel_details,transmission,transmission_details,euro_status,cc,keys,engine_runs,mileage,mileage_warranted,former_keepers,vat_status,bidding_history,last_bid,bidding_status,cap_new,cap_retail,cap_clean,cap_average,cap_below,glass_new,glass_retail,glass_trade,autotrader_retail_value,autotrader_trade_value,buy_now_price,start_date,start_time,end_date,mot_expiry_date,mot_due,inspection_date,dor,v5,reg,service_history,no_of_services,number_of_services_details,last_service,last_service_mileage,dvsa_mileage,inspection_report,other_report,service_notes,vendor,grade,tyres_condition,general_condition,brakes,hubs,features,equipment,additional_information,imported,declarations,damaged_images,damage_details,images
VAUXHALL MOKKA X					1.4T ecoTEC Active 5dr,VAUXHALL,MOKKA,X 1.4T ecoTEC Active 5dr,Hatchback,,Glasgow,GREY,,G2-078802,5,,Petrol,Petrol,MANUAL,MANUAL,,1.4,,No,65833,Yes,2,,"£3,000, £3,000, £2,900, £2,800, £2,700, £2,600, £2,500",3000,sold,,,,,,,,,"£6,824",,,15/12/2025,10:00,,01/02/2026,,,March 2018,Buyer To Apply,SG18DTK,,,,,,,https://www.centralcarauctions.com/motorvehicleinspectionreport/standard/78802.pdf,,,,3,"Tyre NSF||OK, Tyre OSF||OK, Tyre NSR||OK, Tyre OSR||OK, Spare Tyre||","Bumper Front|Scratched|25 to 100mm Thru Paint, Bumper Rear|Scratched|Over 100mm Thru Paint, Wheel osr|Scratched|Over 50mm, Door nsf|Poor Previous Repair|Poor Paint, Door nsr|Dented|Between 10mm + 30mm, Qtr Panel nsr|Dented|Between 10mm + 30mm",,,,,"{'Category': {'Cat': '', 'Info': 'Spare Key'}}",,,,,"https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531828_dc9BgY.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531828_gM0TuD.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531828_Z9H3Vw.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531828_r0iXaJ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531829_mNiCsN.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531829_vhBabY.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531829_6ldPaf.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531829_LZ3cwO.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531829_X0dYK4.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531830_aMtv3S.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531830_TYPBTZ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531830_IIUfv2.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531830_indcSW.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531830_CFlAHk.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531831_i3vZuv.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531831_x2iXII.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531831_DDJrrD.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531831_ZK14zw.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531831_zHvIKp.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531832_SAAEkd.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531832_cCHui6.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765534979_KnkdVg.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765534991_ZOcYdI.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765535004_tNbfbA.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765535013_nA10Iy.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765535025_QfVvU8.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765535031_6LHPC8.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765534949_BaXyi2.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/images/1765534949_BaXyi2.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531828_dc9BgY.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78802/1765531828_gM0TuD.jpg, /layout/namagrades/3.jpg"
VOLKSWAGEN BEETLE					1.6 TDI BlueMotion Tech Design 3dr,VOLKSWAGEN,BEETLE,1.6 TDI BlueMotion Tech Design 3dr,Hatchback,,Glasgow,GREY,,G2-079236,3,,Diesel,Diesel,MANUAL,MANUAL,,1.6,,No,98398,Yes,3,,"£3,400, £3,400, £3,350, £3,300, £3,200, £3,100, £3,000, £2,900, £2,800, £2,700, £2,600",3400,sold,,,,,,,,,"£5,487",,,15/12/2025,10:00,,Expired,,,December 2014,Present,DN64MVO,Yes,,,,,,https://www.centralcarauctions.com/motorvehicleinspectionreport/standard/79236.pdf,,,,4,"Tyre NSF||OK, Tyre OSF||OK, Tyre NSR||OK, Tyre OSR||OK, Spare Tyre||","Bonnet|Chipped|Multiple Chips, Bumper Front|Dented|With Paint Damage, Wing nsf|Scratched|Over 25mm Thru Paint, Wheel nsf|Corroded|Light, Sill ns|Dented|Over 30mm, Door nsf|Scratched|UpTo 25mm Thru Paint, Qtr Panel nsr|Dented|With Paint Damage, Qtr Panel Trim ns|Missing|Replace, Bumper Rear|Dented|With Paint Damage, Qtr Panel osr|Dented|Between 10mm + 30mm, Door osf|Scratched|Over 25mm Thru Paint, Wheel osf|Corroded|Light, Wing osf|Scratched|UpTo 25mm Thru Paint",,,,,"{'Category': {'Cat': '', 'Info': 'SPARE KEY'}}",,,,,"https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469843_688Mwi.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469843_O7HLK2.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469843_Y9G0tX.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469844_yw68qj.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469844_KFEvNO.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469844_jRvILz.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469844_fArPi6.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469844_HfsxrV.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469845_NaVVR9.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469845_IUYvRG.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469845_GCioqr.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469845_mepQDQ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469846_ww9GAH.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469846_UHkLjv.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469846_jgQeTc.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469846_hc24JP.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469846_hzrvNF.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469846_vnIFCK.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469847_h1HThT.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469847_5T0I6w.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469847_T7Bf8r.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765470105_ZI7Hnl.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765470111_BjwrMv.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765470123_GXuYYu.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765470152_7s4MHa.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765470175_vHx9Ti.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765470184_5VJQjU.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765470088_t2OP8z.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/images/1765470088_t2OP8z.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469843_688Mwi.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79236/1765469843_O7HLK2.jpg, /layout/namagrades/4.jpg"
CITROEN DS5					2.0 HDi DStyle 5dr,CITROEN,DS5,2.0 HDi DStyle 5dr,Hatchback,,Glasgow,GREY,,G2-079531,5,,Diesel,Diesel,MANUAL,MANUAL,,2.0,,No,97941,Yes,2,,"£4,600, £4,600, £4,550, £4,500, £4,450, £4,400, £4,350, £4,300, £4,250, £4,200, £4,100, £4,000, £3,900, £3,800, £3,700, £3,600",4600,sold,,,,,,,,,"£4,598",,,15/12/2025,10:00,,22/04/2026,,,May 2014,Present,KS14HTX,Yes,,,,,,https://www.centralcarauctions.com/motorvehicleinspectionreport/standard/79531.pdf,,,,4,"Tyre NSF||OK, Tyre OSF||OK, Tyre NSR||OK, Tyre OSR||OK, Spare Tyre||","Bonnet|Chipped|Multiple Chips, Wing nsf|Rusted|Over 5mm, Qtr Panel nsr|Dented|With Paint Damage, Tailgate|Dented|Over 30mm, Qtr Panel osr|Rusted|Over 5mm, Door osf|Rusted|Over 5mm, Wheel osf|Scratched|Over 50mm, Wheel nsf|Scratched|Over 50mm, Wheel nsr|Scratched|Over 50mm, Wheel osr|Scratched|Over 50mm",,,,,"{'Category': {'Cat': '', 'Info': ''}}",,,,,"https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458986_Os4gzX.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458986_xSboIy.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458986_Dvi2Kv.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458986_grFCng.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458986_fGKymh.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458987_wpGmpQ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458987_q9iba7.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458987_mBbRqK.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458987_8w2pGj.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458988_e2BEJr.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458988_3JZQUH.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458988_my8Enw.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458988_obyDQB.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458988_9wpHKw.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458989_avdLUm.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458989_T3tvoX.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458989_SKMYOF.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458989_NY6STy.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458989_RL0uWh.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458989_8pJlKE.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458990_W0lveO.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765390069_OKjBGT.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765390074_LLdl0K.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765390082_nhmNUX.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765390090_fYOSAc.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765390096_8yDd8m.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765390110_W5KLD3.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765390122_fQkzYi.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765390131_uKJc3m.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765390140_awsCi0.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765390056_sOsZvP.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/images/1765390056_sOsZvP.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458986_Os4gzX.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79531/1765458986_xSboIy.jpg, /layout/namagrades/4.jpg"
FORD KUGA					2.0 TDCi 150 Zetec 5dr 2WD,FORD,KUGA,2.0 TDCi 150 Zetec 5dr 2WD,Hatchback,,Glasgow,GREY,,G2-079452,5,,Diesel,Diesel,MANUAL,MANUAL,,2.0,,No,100226,Yes,3,,"£2,900, £2,900, £2,875, £2,850, £2,825, £2,800, £2,750, £2,700, £2,600, £2,500, £2,400, £2,300, £2,200, £2,100, £2,000",2900,sold,,,,,,,,,"£4,703",,,15/12/2025,10:00,,03/10/2026,,,April 2015,Present,SF15YPO,Yes,,,,,,https://www.centralcarauctions.com/motorvehicleinspectionreport/standard/79452.pdf,,,,3,"Tyre NSF||OK, Tyre OSF||OK, Tyre NSR||OK, Tyre OSR||OK, Spare Tyre||","Bumper Front|Poor Previous Repair|Poor Paint, Tailgate|Rusted|Over 5mm, Door osr|Dented|Over 30mm, Wing osf|Poor Previous Repair|Poor Paint",,,,,"{'Category': {'Cat': '', 'Info': ''}}",,,,,"https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474155_4Zdz2V.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474155_R52UCZ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474155_154cnM.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474155_OfR3po.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474156_IY1li0.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474156_K7oZzP.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474156_4lBvcs.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474156_oj7dEW.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474157_vL0my3.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474157_SCOn5r.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474157_u5ZkxM.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474157_6b1IdR.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474157_BzYoY1.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474158_XY85xh.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474158_JoqVVz.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474158_xP4tEi.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474158_t6GiJR.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474158_EuCzKF.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474159_MIYFKO.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474159_casq0y.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474159_812n8j.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765537883_hwkw3n.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765537891_omMB1r.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765537917_jEsDwi.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765538197_VA8eoX.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765538207_3Zvmia.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765538219_32lUt3.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765537872_315LqZ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/images/1765537872_315LqZ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474155_4Zdz2V.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79452/1765474155_R52UCZ.jpg, /layout/namagrades/3.jpg"
NISSAN QASHQAI					1.2 DiG-T N-Tec 5dr,NISSAN,QASHQAI,1.2 DiG-T N-Tec 5dr,Hatchback,,Glasgow,BLUE,,G2-079137,5,,Petrol,Petrol,MANUAL,MANUAL,,1.2,,No,82826,Yes,4,,"£3,000, £3,000, £2,975, £2,950, £2,900, £2,800, £2,700, £2,600",3000,provisionally,,,,,,,,,"£5,331",,,15/12/2025,10:00,,06/05/2026,,,June 2015,Buyer To Apply,KO15XJY,,,,,,,https://www.centralcarauctions.com/motorvehicleinspectionreport/standard/79137.pdf,,,,3,"Tyre NSF||OK, Tyre OSF||OK, Tyre NSR||OK, Tyre OSR||OK, Spare Tyre||","Bonnet|Dented|With Paint Damage, Wing osf|Scratched|Over 25mm Thru Paint, Bumper Front|Scratched|Over 100mm Thru Paint, Door nsf|Dented|Between 10mm + 30mm, Tailgate|Dented|Between 10mm + 30mm, Roof|Chipped|1 To 5",,,,,"{'Category': {'Cat': '', 'Info': 'Spare Key, SD Card'}}",,,,,"https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354086_ZsClZE.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354086_ksLXfq.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354086_yPDGME.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354086_qkISGi.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354086_Ye46YL.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354087_e8X2vL.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354087_E8okLr.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354087_QfE195.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354087_YPGlAx.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354088_aGipkF.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354088_R462nk.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354088_68Yim4.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354088_PEQuL6.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354089_detuYv.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354089_688kil.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354089_vscuJH.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354089_krxuPg.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354089_p3DIjy.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354090_Zd9O0J.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354090_0gIUdE.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354090_gaMEN6.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765355491_fxZVph.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765355501_7iz2gI.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765355519_BqwZuI.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765355533_exye42.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765355544_iJJs5n.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765355572_XfvHdf.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765355380_yk9Sga.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/images/1765355380_yk9Sga.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354086_ZsClZE.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79137/1765354086_ksLXfq.jpg, /layout/namagrades/3.jpg"
VAUXHALL CROSSLAND X					1.2 Elite 5dr,VAUXHALL,CROSSLAND,X 1.2 Elite 5dr,Hatchback,,Glasgow,BLUE,,G2-079424,5,,Petrol,Petrol,MANUAL,MANUAL,,1.2,,No,53310,Yes,4,,"£1,650, £1,650, £1,600, £1,500, £1,400",1650,not_sold,,,,,,,,,"£6,874",,,15/12/2025,10:00,,23/04/2026,,,April 2018,Present,MT18EBA,Yes,,,,,,https://www.centralcarauctions.com/motorvehicleinspectionreport/standard/79424.pdf,,,,4,"Tyre NSF||OK, Tyre OSF||OK, Tyre NSR||OK, Tyre OSR||OK, Spare Tyre||","Seat Base Cover osf|Torn|Over 3mm, Wheel nsf|Scratched|Over 50mm, Door nsr|Dented|Between 10mm + 30mm, Tailgate|Poor Previous Repair|Poor Paint, Qtr Panel osr|Dented|Between 10mm + 30mm, Door osr|Poor Previous Repair|Rippled UpTo 30%, Door osf|Dented|Over 30mm, Wing osf|Poor Previous Repair|Poor Paint, Wheel osf|Scratched|Over 50mm, Bonnet|Dented|Over 30mm",,,,,"{'Category': {'Cat': '', 'Info': 'SPARE KEY'}}",,,,,"https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544925_gXpuF0.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544925_0lH7I6.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544926_E61VpG.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544926_jqCBcx.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544926_UsahSS.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544926_pZ4qnV.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544926_ssSwdS.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544927_pvUqTK.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544927_gPaBpw.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544927_NVmR4J.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544927_U4waMx.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544927_Iovxlh.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544927_sz0fCL.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544928_VTyaxD.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544928_e8KgbX.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544928_U3hUnr.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544928_yDeEsc.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544928_ri5tfY.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544929_rib9Pj.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544929_2slTjH.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544929_rtezJt.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765548090_GodaIi.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765548105_LVvfY7.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765548160_6M9Ptg.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765548119_1tmZCm.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765548141_Ofnv3s.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765548150_z8JI98.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765547799_p3gMqI.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765547331_3umlm9.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/images/1765547331_3umlm9.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544925_gXpuF0.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/79424/1765544925_0lH7I6.jpg, /layout/namagrades/4.jpg"
