title,make_id,model_id,variant_id,body_id,year,center_id,color,vin,lot,doors,seats,fuel_type,fuel_details,transmission,transmission_details,euro_status,cc,keys,engine_runs,mileage,mileage_warranted,former_keepers,vat_status,bidding_history,last_bid,bidding_status,cap_new,cap_retail,cap_clean,cap_average,cap_below,glass_new,glass_retail,glass_trade,autotrader_retail_value,autotrader_trade_value,buy_now_price,start_date,start_time,end_date,mot_expiry_date,mot_due,inspection_date,dor,v5,reg,service_history,no_of_services,number_of_services_details,last_service,last_service_mileage,dvsa_mileage,inspection_report,other_report,service_notes,vendor,grade,tyres_condition,general_condition,brakes,hubs,features,equipment,additional_information,imported,declarations,damaged_images,damage_details,images
Ford,Ford,Transit,2.0 EcoBlue 130ps L3H2 14 Seater Trend,Minibus,,,WHITE,,99,,,Diesel,Diesel,MANUAL,MANUAL,,0.2,2.0,,,Warranted,5.0,Plus VAT,"£13,200, £13,100, £13,000, £12,900, £12,800, £12,700, £12,600, £12,500",13200,provisionally sold,,,,,,,,,,,,10/12/2025,10:00,,30/09/2026,30/09/2026,,01/09/2019,Here,AE69JUF,,,,,,,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/46364.pdf,,,,,"Tyre: Condition, Tyre NSF: 3.6mm, Tyre OSF: 4.0mm, Tyre NSR: 4.5mm, Tyre OSR: 4.0mm, Spare Tyre: ","{
    ""Interior"": {
        ""Registration"": ""AE69JUF"",
        ""Registered"": ""01/09/2019"",
        ""Miles"": ""17,939 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Engine Size"": ""1996"",
        ""Former Keepers"": ""5"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""WHITE"",
        ""VAT"": ""Plus VAT"",
        ""MOT"": ""30/09/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CAP Clean"": ""\u00a316,900.00"",
        ""CC"": ""1996"",
        ""CAP Average"": ""\u00a314,850.00"",
        ""CAP Below"": ""\u00a311,850.00""
    }
}",,,,,"{'information': {'Keys': '2', 'Number of stamps': '3', 'Last service date': '19/03/2023', 'Last service miles': '17,470', 'MOT Due': '30/09/2026', 'Former Keepers': '5', 'Body Style': 'Minibus', 'Hubs': 'Steel', 'Gross Weight': '4100', 'Euro Status': '6', 'Euro': '6', 'CO2': '150', 'BHP': '128', 'MPG Combined': '43.5', 'MPG Urban': '32.5', 'MPG Extra Urban': '53.3'}}",,,"https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128590_q0XsD5---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128809_HXz4HP---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128847_qmcE1B---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128877_UYMejm---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128941_BaVIba---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128966_OvHGir---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761129010_0FTaiw---1024-768.jpg","Tyre Inflation Kit Missing Replace, Door osf Chipped 1 To 5, Wing osf Scratched Over 25mm Not Thru Paint, Bumper Front Moulding Scuffed (Unpainted) UpTo 100mm, Door Moulding nsr Scuffed (Unpainted) Over 100mm, Qtr Panel Moulding ns Scuffed (Unpainted) Over 100mm, Door osr Scratched Over 25mm Thru Paint","https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128186_EdTElu---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128195_gBsKPH---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128199_h8UY8z---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128238_1y17Ul---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128276_JN78A8---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128295_WxwwJS---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128713_wl6WDK---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_001---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_002---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_003---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_004---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_005---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_006---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_007---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_008---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761127637_ZBYYIl---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761127662_8KbnZr---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761127667_wJlbiC---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761127694_CIUFu0---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761127708_amfGt3---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128085_JuoKiZ---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128106_7AwZbA---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128186_EdTElu---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128195_gBsKPH---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128199_h8UY8z---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128238_1y17Ul---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128276_JN78A8---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128295_WxwwJS---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128713_wl6WDK---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_001---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_002---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_003---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_004---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_005---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_006---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_007---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/46364/resized/AE69JUF_ext_008---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761127637_ZBYYIl---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761127662_8KbnZr---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761127667_wJlbiC---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761127694_CIUFu0---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761127708_amfGt3---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128085_JuoKiZ---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128106_7AwZbA---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128186_EdTElu---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128195_gBsKPH---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128199_h8UY8z---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128238_1y17Ul---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128276_JN78A8---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128295_WxwwJS---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/46364/images/resized/1761128713_wl6WDK---1024-768.jpg"
Mercedes-Benz,Mercedes-Benz,Vito,110CDI Pure Van L1,Panel Van,,,WHITE,,67,,,Diesel,Diesel,MANUAL,MANUAL,,0.2,1.0,,,Warranted,1.0,Plus VAT,"£6,800, £6,700, £6,600, £6,500",6800,provisionally sold,,,,,,,,,,,,10/12/2025,10:00,, , ,,30/11/2019,To Follow,BD69JJE,,,,,,,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/47545.pdf,,,,,"Tyre: Condition, Tyre NSF: 6.0mm, Tyre OSF: 6.0mm, Tyre NSR: 6.0mm, Tyre OSR: 5.0mm, Spare Tyre: Missing","{
    ""Interior"": {
        ""Registration"": ""BD69JJE"",
        ""Registered"": ""30/11/2019"",
        ""Miles"": ""62,874 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Engine Size"": ""1750"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""WHITE"",
        ""VAT"": ""Plus VAT"",
        ""MOT"": ""Expired"",
        ""V5"": ""To Follow"",
        ""Keys"": ""1"",
        ""CAP Clean"": ""\u00a39,000.00"",
        ""CC"": ""1750"",
        ""CAP Average"": ""\u00a37,900.00"",
        ""CAP Below"": ""\u00a36,300.00""
    }
}",,,,,"{'information': {'Keys': '1', 'MOT Due': 'Expired', 'Former Keepers': '1', 'Body Style': 'Panel Van', 'Hubs': 'Steel', 'Gross Weight': '2800', 'Euro Status': '6', 'Euro': '6', 'CO2': '174', 'BHP': '101', 'MPG Combined': '42.2', 'MPG Urban': '32.1', 'MPG Extra Urban': '50.4'}}",,,"https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685709_O4r9rl---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685732_fAkuoS---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764686081_Iv3InG---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764686122_4Fe2lj---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764686165_CtqBWn---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764686197_1grmg5---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764686229_9cZv1T---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764686365_LUrJSg---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764686418_DSBrzt---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764686436_P5dZTY---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764686437_c2vNaI---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764686438_OL2zyf---1024-768.jpg","Carpets Front Scuffed Over 25mm, Seat Base Cover osf Burn UpTo 3mm, Door osr Dented Between 10mm + 30mm, Bumper Rear Dented With Paint Damage, Door nsr Dented Over 30mm, Door nsf Dented Between 10mm + 30mm, Door Mirror Assy nsf Scuffed (Unpainted) UpTo 100mm, Bonnet Chipped Multiple Chips, Door osf Rusted UpTo 5mm, Qtr Panel osr Dented 2 Or Less UpTo 10mm, Door nsr Dented Between 10mm + 30mm, Door osr Dented 2 Or Less UpTo 10mm","https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685576_myLIkR---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685583_VlyYgo---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685607_L8uC1G---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685609_hEhO53---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685611_y2gKL6---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685613_X7h1Xv---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685614_0nK7sX---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_001---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_002---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_003---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_004---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_005---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_006---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_007---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_008---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685576_myLIkR---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685583_VlyYgo---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685607_L8uC1G---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685609_hEhO53---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685611_y2gKL6---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685613_X7h1Xv---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685614_0nK7sX---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_001---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_002---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_003---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_004---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_005---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_006---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_007---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/media/motorvehicle/47545/resized/BD69JJE_ext_008---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685576_myLIkR---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685583_VlyYgo---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685607_L8uC1G---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685609_hEhO53---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685611_y2gKL6---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685613_X7h1Xv---1024-768.jpg, https://dgaww6lqj3.execute-api.eu-west-1.amazonaws.com/prod/buckets/fleet-web-public/keys/motorvehicle/47545/images/resized/1764685614_0nK7sX---1024-768.jpg"
