title,make_id,model_id,variant_id,body_id,year,center_id,color,vin,lot,doors,seats,fuel_type,fuel_details,transmission,transmission_details,euro_status,cc,keys,engine_runs,mileage,mileage_warranted,former_keepers,vat_status,bidding_history,last_bid,bidding_status,cap_new,cap_retail,cap_clean,cap_average,cap_below,glass_new,glass_retail,glass_trade,autotrader_retail_value,autotrader_trade_value,buy_now_price,start_date,start_time,end_date,mot_expiry_date,mot_due,inspection_date,dor,v5,reg,service_history,no_of_services,number_of_services_details,last_service,last_service_mileage,dvsa_mileage,inspection_report,other_report,service_notes,vendor,grade,tyres_condition,general_condition,brakes,hubs,features,equipment,additional_information,imported,declarations,damaged_images,damage_details,images
VAUXHALL ZAFIRA					2.0 CDTi SRi 5dr,VAUXHALL,ZAFIRA,2.0 CDTi SRi 5dr,MPV,,Glasgow,BLUE,,G1-075675,,,Diesel,Diesel,MANUAL,MANUAL,,2.0,,No,90722,Yes,2,,,,,,,,,,,,,"£3,748",,,05/12/2025,10:00,,30/07/2026,,,February 2015,Present,KW64PLJ,Yes,,,,,,https://www.centralcarauctions.com/motorvehicleinspectionreport/standard/75675.pdf,,,,4,"Tyre NSF||OK, Tyre OSF||OK, Tyre NSR||Damaged, Tyre OSR||OK, Spare Tyre||","Bumper Front|Scratched|Over 100mm Thru Paint, Wing nsf|Dented|With Paint Damage, Door nsr|Dented|Over 30mm, Tailgate|Rusted|Over 5mm, Bumper Rear|Poor Previous Repair|Paint Flake, Door osr|Dented|Over 30mm, Door osf|Dented|Over 30mm, Roof|Rusted|Over 5mm",,,,,"{'Category': {'Cat': '', 'Info': '7 seater'}}",,,,,"https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736113_Yku74r.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736113_7Rpd09.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736114_RcYAYf.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736114_11TdEO.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736114_Wxskeb.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736114_kEVE19.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736114_tUgQx6.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736114_FqkpLc.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736115_qHT9AT.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736115_dLOcDD.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736115_LXu9Xk.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736115_eYa2Rm.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736116_TmhEHE.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736116_WX9k8x.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736116_okJIZG.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736116_Wqj38F.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736116_qEzKyZ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736117_6Q9mkl.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736117_LAsL0w.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736117_Tuxwqt.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736117_MCxIpn.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736366_d29De1.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736372_E1ZAcY.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736397_jTvF5Z.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736409_K6x13n.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736433_GJoKFy.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736444_J6vsP6.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736454_8APb0o.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736344_It3Y9N.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/images/1763736344_It3Y9N.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736113_Yku74r.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/75675/1763736113_7Rpd09.jpg, /layout/namagrades/4.jpg"
RENAULT CLIO					1.2 TCE GT Line TomTom 3dr,RENAULT,CLIO,1.2 TCE GT Line TomTom 3dr,Hatchback,,Glasgow,GREY,,G1-077438,3,,Petrol,Petrol,MANUAL,MANUAL,,1.1,,No,61415,Yes,5,,"£1,350, £1,350, £1,325, £1,300, £1,275, £1,250, £1,200, £1,150, £1,100, £1,000, £900",1350,provisionally,,,,,,,,,"£2,541",,,05/12/2025,10:00,,05/02/2026,,,March 2011,Present,BG11ZDV,Yes,,,,,,https://www.centralcarauctions.com/motorvehicleinspectionreport/standard/77438.pdf,,,,,"Tyre NSF||, Tyre OSF||, Tyre NSR||, Tyre OSR||, Spare Tyre||",,,,,,"{'Category': {'Cat': '', 'Info': ''}}",,,,,"https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667526_UJ0ZWo.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667526_VKu2nj.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667526_rEKCSJ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667526_OV2T2Q.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667527_xBkvKC.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667527_iDq4m7.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667527_mXPYrM.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667527_yMCl2D.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667527_9LQobZ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667528_BtwnpL.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667528_9sPEQj.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667528_45UO36.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667528_5Z7p0e.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667528_E5FPEA.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667529_TdRij5.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667529_hlToIQ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667529_BJytAO.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667529_c5PqAE.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667529_qAUZaK.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667530_F6Z1jr.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667530_k9Sjws.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764668047_XdvStS.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764668055_niOfvb.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764668071_yl6hrz.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764668101_gIuyTY.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764668111_fOaugk.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764668121_7m7Tzy.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764668034_vr2pLn.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/images/1764668034_vr2pLn.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667526_UJ0ZWo.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77438/1764667526_VKu2nj.jpg"
FIAT 500,FIAT,500,,Hatchback,,Glasgow,WHITE,,G1-077660,3,,Petrol,Petrol,Automatic,Automatic,,1.2,,No,53934,Yes,.,,"£1,350, £1,350, £1,325, £1,300, £1,275, £1,250, £1,200, £1,100, £1,000, £900",1350,provisionally,,,,,,,,,,,,05/12/2025,10:00,,04/08/2026,,,September 2024,Present,DK13GOJ,,,,,,,https://www.centralcarauctions.com/motorvehicleinspectionreport/standard/77660.pdf,,,,,"Tyre NSF||, Tyre OSF||, Tyre NSR||, Tyre OSR||, Spare Tyre||",Centre Console Front|Broken|Replace,,,,,"{'Category': {'Cat': '', 'Info': 'YEAR OF MANUFACTURE 2013, REGISTERED 20241ST MOT REC 05/08/24***CAP FIGURES AS 13 PLATE LOUNGE - £1675/ £1275/ £890 - Retail £2950***'}}",,,,,"https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670428_Btictl.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670428_7omBWR.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670428_6lNCS0.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670428_1x2jVJ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670428_EjhxiJ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670429_wBcjaU.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670429_fc2O7A.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670429_7lmOr2.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670429_fFdWhn.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670429_hFBJju.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670430_tozRmE.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670430_Gzqogo.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670430_D8SFyp.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670430_TD2Y5A.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670431_aPMI8y.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670431_FkYMSg.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670431_rpjfFU.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670431_f5m7Sv.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670431_RDkNKa.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670432_NyDmXN.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670432_5R6fO3.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764677966_TsUIho.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764677971_nXbJAE.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764677986_0opMzZ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764677992_Lkjcm6.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764678005_d8HkiI.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764678012_s5Nk2D.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764677958_drARTk.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/images/1764677958_drARTk.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670428_Btictl.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77660/1764670428_7omBWR.jpg"
FIAT PANDA					1.2 Pop 5dr,FIAT,PANDA,1.2 Pop 5dr,Hatchback,,Glasgow,WHITE,,G1-078085,5,,Petrol,Petrol,MANUAL,MANUAL,,1.2,,No,101195,Yes,2,,"£1,675, £1,675, £1,650, £1,625, £1,600, £1,575, £1,550, £1,500, £1,400, £1,300",1675,provisionally,,,,,,,,,"£2,417",,,05/12/2025,10:00,,09/12/2025,,,June 2015,Present,MJ15TZN,,,,,,,https://www.centralcarauctions.com/motorvehicleinspectionreport/standard/78085.pdf,,,,,"Tyre NSF||, Tyre OSF||, Tyre NSR||, Tyre OSR||, Spare Tyre||",,,,,,"{'Category': {'Cat': '', 'Info': 'MOT rec as fail @55,627 on 03/12/21 then passed @53,627 on 04/12/21'}}",,,,,"https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693898_YTpZsr.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693899_jd5nrd.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693899_ch6kbX.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693899_IIspg0.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693899_9w27IG.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693899_hUapEi.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693899_7RdDQZ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693900_OOLFyd.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693900_Ffne1B.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693900_q0Erxl.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693900_jUIBWA.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693900_1hYo58.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693901_qy38ib.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693901_3jL4jV.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693901_pR7SCG.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693901_MvRUg2.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693901_plvxvX.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693902_pDiI31.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693902_0CL0u6.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693902_3pmL9x.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693902_wDcRrR.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764695791_mOSnEa.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764695810_kiyzGf.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764696073_djz5YB.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764695833_UIaTrW.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764696037_woBzjk.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764696047_COECyY.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764695772_s0hwhx.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/images/1764695772_s0hwhx.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693898_YTpZsr.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/78085/1764693899_jd5nrd.jpg"
FIAT 500					1.2 Lounge 3dr [Start Stop],FIAT,500 1.2 Lounge,3dr [Start Stop],Hatchback,,Glasgow,BLACK,,G1-077604,3,,Petrol,Petrol,MANUAL,MANUAL,,1.2,,No,74834,Yes,5,,"£875, £875, £850, £825, £800, £775, £750, £725, £700, £650, £600, £550, £500",875,sold,,,,,,,,,"£3,163",,,05/12/2025,10:00,,19/05/2026,,,September 2013,Present,SK63YWH,,,,,,,https://www.centralcarauctions.com/motorvehicleinspectionreport/standard/77604.pdf,,,,,"Tyre NSF||, Tyre OSF||, Tyre NSR||, Tyre OSR||, Spare Tyre||",,,,,,"{'Category': {'Cat': '', 'Info': ''}}",,,,,"https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698125_GIM0FI.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698125_GNGse0.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698126_8hhDOJ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698126_1LveUy.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698126_2J5UNj.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698126_BC2CMH.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698126_cVr6km.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698127_4x2oQp.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698127_AfOKIf.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698127_wv77fC.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698127_rmUmUz.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698127_bjjbCw.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698127_Py5mk3.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698128_5bcBJQ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698128_i7DU1o.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698128_LxFA0F.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698128_1H5HDP.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698128_lFuAc7.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698129_dx2ve9.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698129_fdtm0L.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698129_xpLUKq.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698293_QfkQKY.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698353_ugtNAt.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698302_EeGL5L.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698310_yuxHaQ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698343_1lAElQ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698319_whvx6C.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698270_AkcjSZ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/images/1764698270_AkcjSZ.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698125_GIM0FI.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77604/1764698125_GNGse0.jpg"
KIA PICANTO					1.0 1 5dr,KIA,PICANTO,1.0 1 5dr,Hatchback,,Glasgow,BLACK,,G1-077797,5,,Petrol,Petrol,MANUAL,MANUAL,,1.0,,No,43388,Yes,2,,"£675, £675, £650, £625, £600, £550, £500, £400",675,sold,,,,,,,,,,,,05/12/2025,10:00,,Expired,,,November 2009,Present,SD59DWU,,,,,,,https://www.centralcarauctions.com/motorvehicleinspectionreport/standard/77797.pdf,,,,,"Tyre NSF||, Tyre OSF||, Tyre NSR||, Tyre OSR||, Spare Tyre||",,,,,,"{'Category': {'Cat': '', 'Info': ''}}",,,,,"https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694808_cS0Buv.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694808_HYWaxm.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694809_JjmGif.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694809_mWIto1.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694809_DUg90R.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694809_vywDNj.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694810_Pbu9Ns.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694810_k6K17Z.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694810_TY4Ixg.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694811_GRiIrS.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694811_RSWtRt.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694811_yGumpo.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694811_7OwSNt.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694812_ECqyQa.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694812_MbSPe4.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694812_4LGbRx.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694812_L51kIO.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694813_8rf7As.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694813_5IbdO0.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694813_Kgrt9N.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694813_FrVK1V.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764746925_XZDNLW.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764746932_JSBXUa.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764746957_SneOUK.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764746985_odAXRw.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764746997_R7icNA.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764747009_Xyoy0m.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764746949_CcDAP5.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/images/1764746949_CcDAP5.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694808_cS0Buv.jpg, https://cca-web-public.s3.eu-west-1.amazonaws.com/motorvehicle/77797/1764694808_HYWaxm.jpg"
